TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,TaskboardPosition.x,TaskboardPosition.y,TaskboardPosition.z,TaskboardRotation.x,TaskboardRotation.y,TaskboardRotation.z,Landmark1Name,Landmark2Name,Landmark3Name,Landmark4Name,Landmark5Name,Landmark6Name,Landmark1Position.x,Landmark1Position.y,Landmark1Position.z,Landmark2Position.x,Landmark2Position.y,Landmark2Position.z,Landmark3Position.x,Landmark3Position.y,Landmark3Position.z,Landmark4Position.x,Landmark4Position.y,Landmark4Position.z,Landmark5Position.x,Landmark5Position.y,Landmark5Position.z,Landmark6Position.x,Landmark6Position.y,Landmark6Position.z,Landmark1Rotation.x,Landmark1Rotation.y,Landmark1Rotation.z,Landmark2Rotation.x,Landmark2Rotation.y,Landmark2Rotation.z,Landmark3Rotation.x,Landmark3Rotation.y,Landmark3Rotation.z,Landmark4Rotation.x,Landmark4Rotation.y,Landmark4Rotation.z,Landmark5Rotation.x,Landmark5Rotation.y,Landmark5Rotation.z,Landmark6Rotation.x,Landmark6Rotation.y,Landmark6Rotation.z,Landmark1State,Landmark2State,Landmark3State,Landmark4State,Landmark5State,Landmark6State
0,1,Training,1,Shelves,Shelves,0,0.03,0,0,0,0,,,,
1.831091,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
1.875535,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
1.908868,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
1.964423,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
1.997756,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.0422,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.075533,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.119977,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.15331,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.208864,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.242198,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.297752,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.364418,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.475528,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.575527,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.619971,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.653304,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.697748,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.731081,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.775525,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.808858,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.853302,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.897746,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
2.953301,1,Training,1,Shelves,Shelves,-2.518152,0.378206,-0.3642642,279.4623,270.2444,2.077321E-05,MAX3,MAX1,MIN1,MIN3,MAX2,MIN2,0.4263243,0.8767613,0.6482711,-0.009123266,0.8579349,0.5415016,0.4183849,0.8349202,0.4109785,-0.6731482,0.8361837,0.4181442,-0.3038072,0.8737661,0.6312847,-0.7546909,0.8728911,0.6263222,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,79.99997,0,0,,highlighting;,highlighting;,,highlighting;,
