TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,LeftControllerPosition.x,LeftControllerPosition.y,LeftControllerPosition.z,LeftControllerEulerAngles.x,LeftControllerEulerAngles.y,LeftControllerEulerAngles.z,RightControllerPosition.x,RightControllerPosition.y,RightControllerPosition.z,RightControllerEulerAngles.x,RightControllerEulerAngles.y,RightControllerEulerAngles.z,WaistPosition.x,WaistPosition.y,WaistPosition.z,WaistEulerAngles.x,WaistEulerAngles.y,WaistEulerAngles.z,LeftShoePosition.x,LeftShoePosition.y,LeftShoePosition.z,LeftShoeEulerAngles.x,LeftShoeEulerAngles.y,LeftShoeEulerAngles.z,RightShoePosition.x,RightShoePosition.y,RightShoePosition.z,RightShoeEulerAngles.x,RightShoeEulerAngles.y,RightShoeEulerAngles.z,LeftGripPressed,LeftTriggerPressed,LeftFootSliding,LeftFootPressed,RightGripPressed,RightTriggerPressed,RightFootSliding,RightFootPressed
96.75119,14,13,2,Shelves,Shelves,-0.1649987,0.8097826,-0.2104897,333.5469,23.64641,181.0409,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
96.78452,14,13,2,Shelves,Shelves,-0.1650002,0.8097827,-0.2104889,333.5468,23.64246,181.0451,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
96.81786,14,13,2,Shelves,Shelves,-0.1649953,0.8097849,-0.2104903,333.5457,23.64726,181.0423,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
96.8623,14,13,2,Shelves,Shelves,-0.1649986,0.8097733,-0.2104931,333.5519,23.64268,181.047,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
96.90674,14,13,2,Shelves,Shelves,-0.1650003,0.8097861,-0.2104874,333.545,23.64216,181.0449,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
96.94007,14,13,2,Shelves,Shelves,-0.1650081,0.8097702,-0.21049,333.5536,23.63687,181.0477,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
96.9734,14,13,2,Shelves,Shelves,-0.1649964,0.8097798,-0.2104918,333.5485,23.64256,181.0482,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.01785,14,13,2,Shelves,Shelves,-0.1649925,0.8097879,-0.2104905,333.5442,23.64463,181.0477,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.05118,14,13,2,Shelves,Shelves,-0.1650088,0.8097713,-0.2104895,333.553,23.64038,181.0424,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.08451,14,13,2,Shelves,Shelves,-0.1649959,0.8097872,-0.2104892,333.5446,23.64392,181.0459,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
