TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,Landmark1Name,Landmark2Name,Landmark3Name,Landmark4Name,Landmark5Name,Landmark6Name,Landmark1Pos,Landmark2Pos,Landmark3Pos,Landmark4Pos,Landmark5Pos,Landmark6Pos,Landmark1Rot,Landmark2Rot,Landmark3Rot,Landmark4Rot,Landmark5Rot,Landmark6Rot,Landmark1State,Landmark2State,Landmark3State,Landmark4State,Landmark5State,Landmark6State
0,1,Training,3,Floor,Shelves,,,,
0.02,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.1;-0.9161366),(-0.2284299;0.1;0.6690268),(-0.009801507;0.1;-0.6252635),(0.9470055;0.1;0.1866095),(0.7011482;0.1;0.8372933),(0.208591;0.1;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
0.3533259,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.06296451;-0.9161366),(-0.2284299;0.06296451;0.6690268),(-0.009801507;0.06296451;-0.6252635),(0.9470055;0.06296451;0.1866095),(0.7011482;0.06296451;0.8372933),(0.208591;0.06296451;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
0.4866563,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.01018585;-0.9161366),(-0.2284299;0.01018585;0.6690268),(-0.009801507;0.01018585;-0.6252635),(0.9470055;0.01018585;0.1866095),(0.7011482;0.01018585;0.8372933),(0.208591;0.01018585;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
0.6199867,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.01018585;-0.9161366),(-0.2284299;0.01018585;0.6690268),(-0.009801507;0.01018585;-0.6252635),(0.9470055;0.01018585;0.1866095),(0.7011482;0.01018585;0.8372933),(0.208591;0.01018585;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
0.7088736,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.0151239;-0.9161366),(-0.2284299;0.0151239;0.6690268),(-0.009801507;0.0151239;-0.6252635),(0.9470055;0.0151239;0.1866095),(0.7011482;0.0151239;0.8372933),(0.208591;0.0151239;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
0.7755388,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.01596968;-0.9161366),(-0.2284299;0.01596968;0.6690268),(-0.009801507;0.01596968;-0.6252635),(0.9470055;0.01596968;0.1866095),(0.7011482;0.01596968;0.8372933),(0.208591;0.01596968;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
0.8310931,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.01579733;-0.9161366),(-0.2284299;0.01579733;0.6690268),(-0.009801507;0.01579733;-0.6252635),(0.9470055;0.01579733;0.1866095),(0.7011482;0.01579733;0.8372933),(0.208591;0.01579733;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
0.8866475,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.01498141;-0.9161366),(-0.2284299;0.01498141;0.6690268),(-0.009801507;0.01498141;-0.6252635),(0.9470055;0.01498141;0.1866095),(0.7011482;0.01498141;0.8372933),(0.208591;0.01498141;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
0.9422017,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.01431181;-0.9161366),(-0.2284299;0.01431181;0.6690268),(-0.009801507;0.01431181;-0.6252635),(0.9470055;0.01431181;0.1866095),(0.7011482;0.01431181;0.8372933),(0.208591;0.01431181;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
0.9977561,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.01452978;-0.9161366),(-0.2284299;0.01452978;0.6690268),(-0.009801507;0.01452978;-0.6252635),(0.9470055;0.01452978;0.1866095),(0.7011482;0.01452978;0.8372933),(0.208591;0.01452978;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
1.05331,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.01397981;-0.9161366),(-0.2284299;0.01397981;0.6690268),(-0.009801507;0.01397981;-0.6252635),(0.9470055;0.01397981;0.1866095),(0.7011482;0.01397981;0.8372933),(0.208591;0.01397981;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
1.108865,1,Training,3,Floor,Body,AVG-1,MIN-2,MIN-3,MIN-1,AVG-2,AVG-3,(1.01799;0.01386698;-0.9161366),(-0.2284299;0.01386698;0.6690268),(-0.009801507;0.01386698;-0.6252635),(0.9470055;0.01386698;0.1866095),(0.7011482;0.01386698;0.8372933),(0.208591;0.01386698;0.2448635),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),(90;0;0),,highlighting;,highlighting;,,,highlighting;
